Province_Name;Kabupaten_Name;Kecamatan_Name;nama_deskel;Tipe;Tipologi;jumlah_prasejahtera;jumlah_sejahtera1;jumlah_sejahtera2;jumlah_sejahtera3;jumlah_sejahtera3plus
JAWA BARAT;KABUPATEN INDRAMAYU;CANTIGI;CEMARA;DESA;Pesisir/Nelayan;487;271;286;278;291
JAWA BARAT;KABUPATEN INDRAMAYU;CANTIGI;LAMARANTARUNG;DESA;Pesisir/Nelayan;917;257;220;210;795
JAWA BARAT;KABUPATEN INDRAMAYU;CANTIGI;PANYINGKIRAN KIDUL;DESA;Persawahan;521;65;81;109;288
JAWA BARAT;KABUPATEN INDRAMAYU;CANTIGI;PANYINGKIRAN LOR;DESA;Persawahan;459;509;682;698;779
JAWA BARAT;KABUPATEN INDRAMAYU;CIKEDUNG;AMIS;DESA;Persawahan;1062;995;46;7;0
JAWA BARAT;KABUPATEN INDRAMAYU;CIKEDUNG;CIKEDUNG LOR;DESA;Persawahan;691;497;414;348;121
JAWA BARAT;KABUPATEN INDRAMAYU;CIKEDUNG;CIKIDUNG KIDUL;DESA;Persawahan;819;30;350;1866;300
JAWA BARAT;KABUPATEN INDRAMAYU;CIKEDUNG;JAMBAK;DESA;Persawahan;583;351;637;308;0
JAWA BARAT;KABUPATEN INDRAMAYU;CIKEDUNG;JATISURA;DESA;Persawahan;107;309;432;421;443
JAWA BARAT;KABUPATEN INDRAMAYU;CIKEDUNG;LOYANG;DESA;Persawahan;1682;883;5;2;0
JAWA BARAT;KABUPATEN INDRAMAYU;CIKEDUNG;MUNDAKJAYA;DESA;Persawahan;482;162;82;342;395
JAWA BARAT;KABUPATEN INDRAMAYU;GABUSWETAN;BABAKAN JAYA;DESA;Persawahan;53;1023;1007;57;0
JAWA BARAT;KABUPATEN INDRAMAYU;GABUSWETAN;DRUNTEN KULON;DESA;Persawahan;645;478;389;215;230
JAWA BARAT;KABUPATEN INDRAMAYU;GABUSWETAN;DRUNTEN WETAN;DESA;Persawahan;1987;989;403;179;55
JAWA BARAT;KABUPATEN INDRAMAYU;GABUSWETAN;GABUS KULON;DESA;Persawahan;831;2631;370;279;121
JAWA BARAT;KABUPATEN INDRAMAYU;GABUSWETAN;GABUS WETAN;DESA;Persawahan;559;795;429;319;224
JAWA BARAT;KABUPATEN INDRAMAYU;GABUSWETAN;KEDOKAN GABUS;DESA;Persawahan;540;2181;1998;1830;980
JAWA BARAT;KABUPATEN INDRAMAYU;GABUSWETAN;KEDUNG DAWA;DESA;Persawahan;1300;1000;100;27;3
JAWA BARAT;KABUPATEN INDRAMAYU;GABUSWETAN;RANCAHAN;DESA;Persawahan;686;935;145;29;4
JAWA BARAT;KABUPATEN INDRAMAYU;GABUSWETAN;RANCAMULYA;DESA;Persawahan;781;377;88;69;8
JAWA BARAT;KABUPATEN INDRAMAYU;GABUSWETAN;SEKAR MULYA;DESA;Persawahan;876;312;224;130;11
JAWA BARAT;KABUPATEN INDRAMAYU;GANTAR;BALEREJA;DESA;Persawahan;928;726;500;184;2349
JAWA BARAT;KABUPATEN INDRAMAYU;GANTAR;BANTARWARU;DESA;Persawahan;573;25;97;210;281
JAWA BARAT;KABUPATEN INDRAMAYU;GANTAR;GANTAR;DESA;Persawahan;1035;1725;895;496;28
JAWA BARAT;KABUPATEN INDRAMAYU;GANTAR;MEKARJAYA;DESA;Persawahan;1188;1616;1018;797;147
JAWA BARAT;KABUPATEN INDRAMAYU;GANTAR;MEKARWARU;DESA;Kehutanan;1620;420;311;112;46
JAWA BARAT;KABUPATEN INDRAMAYU;GANTAR;SANCA;DESA;Kehutanan;845;281;410;540;2076
JAWA BARAT;KABUPATEN INDRAMAYU;GANTAR;SITURAJA;DESA;Persawahan;1527;1265;696;398;114
JAWA BARAT;KABUPATEN INDRAMAYU;HAURGEULIS;CIPANCUH;DESA;Persawahan;1041;1390;247;29;14
JAWA BARAT;KABUPATEN INDRAMAYU;HAURGEULIS;HAURKOLOT;DESA;Persawahan;862;356;259;162;28
JAWA BARAT;KABUPATEN INDRAMAYU;HAURGEULIS;KARANGTUMARITIS;DESA;Persawahan;988;868;795;299;119
JAWA BARAT;KABUPATEN INDRAMAYU;HAURGEULIS;MEKARJATI;DESA;Persawahan;481;414;534;1399;301
JAWA BARAT;KABUPATEN INDRAMAYU;HAURGEULIS;SIDODADI;DESA;Persawahan;253;601;982;843;754
JAWA BARAT;KABUPATEN INDRAMAYU;HAURGEULIS;SUKAJATI;DESA;Perindustrian/Jasa;826;781;817;206;84
JAWA BARAT;KABUPATEN INDRAMAYU;HAURGEULIS;SUMBERMULYA;DESA;Persawahan;1600;500;600;370;400
JAWA BARAT;KABUPATEN INDRAMAYU;HAURGEULIS;WANAKAYA;DESA;Persawahan;638;836;956;375;286
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;BOJONGSARI;KELURAHAN;Perindustrian/Jasa;345;634;437;345;0
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;DUKUH;DESA;Persawahan;419;396;361;191;8
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;KARANGANYAR;KELURAHAN;Perindustrian/Jasa;340;222;356;218;143
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;KARANGMALANG;KELURAHAN;Perindustrian/Jasa;826;427;251;107;41
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;KARANGSONG;DESA;Pesisir/Nelayan;626;415;328;124;37
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;KEPANDEAN;KELURAHAN;Perindustrian/Jasa;242;413;220;172;35
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;LEMAHABANG;KELURAHAN;Perindustrian/Jasa;407;316;237;158;79
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;LEMAHMEKAR;KELURAHAN;Perindustrian/Jasa;392;24;178;240;420
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;MARGADADI;KELURAHAN;Perindustrian/Jasa;0;50;30;20;70
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;PABEAN UDIK;DESA;Pesisir/Nelayan;60;110;4478;540;105
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;PAOMAN;KELURAHAN;Perladangan;1124;987;578;238;37
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;PEKANDANGAN;DESA;Persawahan;1134;665;449;224;151
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;PEKANDANGAN JAYA;DESA;Persawahan;1089;443;185;100;65
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;PLUMBON;DESA;Persawahan;537;937;60;40;20
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;SINGAJAYA;DESA;Pesisir/Nelayan;1590;1052;1003;0;0
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;SINGARAJA;DESA;Pesisir/Nelayan;987;357;142;127;88
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;TAMBAK;DESA;Pesisir/Nelayan;8;400;650;90;7
JAWA BARAT;KABUPATEN INDRAMAYU;INDRAMAYU;TELUKAGUNG;DESA;Persawahan;187;426;723;324;51
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;BULAK;DESA;Persawahan;150;671;703;867;38
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;BULAK LOR;DESA;Persawahan;576;212;212;100;100
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;JATIBARANG;DESA;Perindustrian/Jasa;161;432;127;133;311
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;JATIBARANG BARU;DESA;Perindustrian/Jasa;756;1010;521;194;0
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;JATISAWIT LOR;DESA;Persawahan;980;896;182;0;0
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;KALIMATI;DESA;Persawahan;675;246;162;139;38
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;KEBULEN;DESA;Persawahan;400;937;274;90;13
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;KRASAK;DESA;Persawahan;526;234;125;148;120
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;LOHBENER;DESA;Persawahan;640;320;147;96;51
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;LOHBENER LOR;DESA;Persawahan;612;263;241;228;92
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;MALANG SEMIRANG;DESA;Persawahan;526;226;186;85;29
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;PAWIDEAN;DESA;Persawahan;1241;788;432;15;8
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;PILANGSARI;DESA;Persawahan;809;51;102;121;138
JAWA BARAT;KABUPATEN INDRAMAYU;JATIBARANG;SUKALILA;DESA;Persawahan;100;139;80;70;100
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;DADAP;DESA;Pesisir/Nelayan;100;0;0;0;0
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;JUNTIKEBON;DESA;Persawahan;540;954;628;716;119
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;JUNTIKEDOKAN;DESA;Pesisir/Nelayan;358;370;458;403;368
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;JUNTIWEDEN;DESA;Persawahan;261;228;220;260;203
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;JUNTUNYUAT;DESA;Pesisir/Nelayan;243;726;774;76;33
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;LIMBANGAN;DESA;Pesisir/Nelayan;24;100;200;400;328
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;LOMBANG;DESA;Pesisir/Nelayan;602;501;699;620;43
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;PONDOH;DESA;Persawahan;405;514;281;187;101
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;SAMBIRMAYA;DESA;Persawahan;421;405;402;413;32
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;SEGERAN;DESA;Persawahan;869;840;825;805;534
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;SEGERAN KIDUL;DESA;Persawahan;920;1130;681;215;165
JAWA BARAT;KABUPATEN INDRAMAYU;JUNTINYUAT;TINUMPUK;DESA;Kehutanan;30;50;60;30;40
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;BULAK;DESA;Pesisir/Nelayan;628;1074;541;370;43
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;CURUG;DESA;Persawahan;496;385;213;222;174
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;ERETAN KULON;DESA;Pesisir/Nelayan;1702;880;390;350;305
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;ERETAN WETAN;DESA;Pesisir/Nelayan;895;1112;685;327;198
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;ILIR;DESA;Pesisir/Nelayan;2010;521;413;397;304
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;KARANG ANYAR;DESA;Persawahan;351;123;345;59;1132
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;KARANGMULYA;DESA;Persawahan;351;470;489;49;30
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;KERTAWINANGUN;DESA;Persawahan;800;404;386;230;6
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;PAREANGIRANG;DESA;Pesisir/Nelayan;335;614;978;1345;1142
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;PRANTI;DESA;Persawahan;235;45;25;18;12
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;SOGE;DESA;Persawahan;140;243;125;92;19
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;WIRAKANAN;DESA;Persawahan;1123;937;237;183;132
JAWA BARAT;KABUPATEN INDRAMAYU;KANDANGHAUR;WIRAPANJUNAN;DESA;Persawahan;216;342;69;342;81
JAWA BARAT;KABUPATEN INDRAMAYU;KARANGAMPEL;BENDA;DESA;Pesisir/Nelayan;488;468;442;162;48
JAWA BARAT;KABUPATEN INDRAMAYU;KARANGAMPEL;DUKUH JERUK;DESA;Persawahan;356;352;465;395;34
JAWA BARAT;KABUPATEN INDRAMAYU;KARANGAMPEL;DUKUH TENGAH;DESA;Persawahan;80;120;242;825;48
JAWA BARAT;KABUPATEN INDRAMAYU;KARANGAMPEL;KAPLONGAN LOR;DESA;Persawahan;350;360;320;276;60
JAWA BARAT;KABUPATEN INDRAMAYU;KARANGAMPEL;KARANGAMPEL;DESA;Persawahan;378;184;884;375;93
JAWA BARAT;KABUPATEN INDRAMAYU;KARANGAMPEL;KARANGAMPEL KIDUL;DESA;Persawahan;862;960;685;319;159
JAWA BARAT;KABUPATEN INDRAMAYU;KARANGAMPEL;MUNDU;DESA;Persawahan;802;479;477;534;127
JAWA BARAT;KABUPATEN INDRAMAYU;KARANGAMPEL;PRINGGACALA;DESA;Persawahan;238;266;658;268;20
JAWA BARAT;KABUPATEN INDRAMAYU;KARANGAMPEL;SENDANG;DESA;Persawahan;574;760;280;78;8
JAWA BARAT;KABUPATEN INDRAMAYU;KARANGAMPEL;TANJUNGPURA;DESA;Persawahan;179;267;420;243;80
JAWA BARAT;KABUPATEN INDRAMAYU;KARANGAMPEL;TANJUNGSARI;DESA;Persawahan;662;358;205;25;15
JAWA BARAT;KABUPATEN INDRAMAYU;KEDOKAN BUNDER;CANGKINGAN;DESA;Persawahan;1130;991;301;110;42
JAWA BARAT;KABUPATEN INDRAMAYU;KEDOKAN BUNDER;JAYALAKSANA;DESA;Persawahan;1021;436;334;329;315
JAWA BARAT;KABUPATEN INDRAMAYU;KEDOKAN BUNDER;JAYAWINANGUN;DESA;Persawahan;426;133;70;23;9
JAWA BARAT;KABUPATEN INDRAMAYU;KEDOKAN BUNDER;KAPLONGAN;DESA;Persawahan;961;198;318;358;0
JAWA BARAT;KABUPATEN INDRAMAYU;KEDOKAN BUNDER;KEDOKAN AGUNG;DESA;Persawahan;1583;612;668;435;47
JAWA BARAT;KABUPATEN INDRAMAYU;KEDOKAN BUNDER;KEDOKANBUNDER;DESA;Persawahan;2318;879;316;413;218
JAWA BARAT;KABUPATEN INDRAMAYU;KEDOKAN BUNDER;KEDOKANBUNDERWETAN;DESA;Persawahan;643;73;412;1713;198
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;JAMBE;DESA;Persawahan;576;400;358;300;275
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;JENGKOK;DESA;Persawahan;563;1620;93;54;16
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;KERTASEMAYA;DESA;Perindustrian/Jasa;25;500;450;213;115
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;KLIWED;DESA;Persawahan;332;244;222;199;112
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;LARANGAN JAMBE;DESA;Persawahan;209;565;224;250;78
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;LEMAHAYU;DESA;Persawahan;493;5898;301;239;466
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;MANGUNTARA;DESA;Persawahan;10;73;78;71;16
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;SUKAWERA;DESA;Persawahan;195;413;113;72;39
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;TEGALWIRANGRONG;DESA;Persawahan;60;50;30;25;10
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;TENAJAR;DESA;Persawahan;423;2311;120;4;2
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;TENAJAR KIDUL;DESA;Persawahan;1567;650;750;850;234
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;TENAJAR LOR;DESA;Persawahan;774;663;442;221;110
JAWA BARAT;KABUPATEN INDRAMAYU;KERTASEMAYA;TULUNGAGUNG;DESA;Perindustrian/Jasa;1021;225;258;292;221
JAWA BARAT;KABUPATEN INDRAMAYU;KRANGKENG;DUKUHJATI;DESA;Persawahan;997;582;496;383;29
JAWA BARAT;KABUPATEN INDRAMAYU;KRANGKENG;KALIANYAR;DESA;Pesisir/Nelayan;972;745;205;98;37
JAWA BARAT;KABUPATEN INDRAMAYU;KRANGKENG;KAPRINGAN;DESA;Persawahan;1243;2987;1011;457;415
JAWA BARAT;KABUPATEN INDRAMAYU;KRANGKENG;KEDUNGWUNGU;DESA;Persawahan;1561;213;134;45;12
JAWA BARAT;KABUPATEN INDRAMAYU;KRANGKENG;KRANGKENG;DESA;Pesisir/Nelayan;564;675;0;0;0
JAWA BARAT;KABUPATEN INDRAMAYU;KRANGKENG;LUWUNGGESIK;DESA;Pesisir/Nelayan;521;184;108;78;40
JAWA BARAT;KABUPATEN INDRAMAYU;KRANGKENG;PURWAJAYA;DESA;Persawahan;961;463;329;247;34
JAWA BARAT;KABUPATEN INDRAMAYU;KRANGKENG;SINGAKERTA;DESA;Persawahan;456;1456;235;455;0
JAWA BARAT;KABUPATEN INDRAMAYU;KRANGKENG;SRENGSENG;DESA;Persawahan;2240;222;15;97;20
JAWA BARAT;KABUPATEN INDRAMAYU;KRANGKENG;TANJAKAN;DESA;Pesisir/Nelayan;656;359;332;201;199
JAWA BARAT;KABUPATEN INDRAMAYU;KRANGKENG;TEGALMULYA;DESA;Persawahan;1720;700;201;70;15
JAWA BARAT;KABUPATEN INDRAMAYU;KROYA;JAYAMULYA;DESA;Persawahan;976;695;664;675;313
JAWA BARAT;KABUPATEN INDRAMAYU;KROYA;KROYA;DESA;Persawahan;1528;450;500;250;22
JAWA BARAT;KABUPATEN INDRAMAYU;KROYA;SUKA SLAMET;DESA;Persawahan;829;643;329;147;102
JAWA BARAT;KABUPATEN INDRAMAYU;KROYA;SUKAMELANG;DESA;Persawahan;386;997;412;478;175
JAWA BARAT;KABUPATEN INDRAMAYU;KROYA;SUMBERJAYA;DESA;Persawahan;710;500;60;20;5
JAWA BARAT;KABUPATEN INDRAMAYU;KROYA;SUMBON;DESA;Persawahan;617;719;515;53;620
JAWA BARAT;KABUPATEN INDRAMAYU;KROYA;TAMIYANGSARI;DESA;Persawahan;804;754;500;250;20
JAWA BARAT;KABUPATEN INDRAMAYU;KROYA;TANJUNGKERTA;DESA;Persawahan;1121;451;398;231;112
JAWA BARAT;KABUPATEN INDRAMAYU;KROYA;TEMIYANG;DESA;Persawahan;1106;414;430;424;418
JAWA BARAT;KABUPATEN INDRAMAYU;LELEA;CEMPEH;DESA;Persawahan;960;125;158;105;132
JAWA BARAT;KABUPATEN INDRAMAYU;LELEA;LANGGENGSARI;DESA;Persawahan;326;243;235;198;221
JAWA BARAT;KABUPATEN INDRAMAYU;LELEA;LELEA;DESA;Persawahan;446;671;442;80;3
JAWA BARAT;KABUPATEN INDRAMAYU;LELEA;NUNUK;DESA;Persawahan;500;481;423;271;83
JAWA BARAT;KABUPATEN INDRAMAYU;LELEA;PANGAUBAN;DESA;Persawahan;412;318;245;256;361
JAWA BARAT;KABUPATEN INDRAMAYU;LELEA;TAMANSARI;DESA;Persawahan;526;626;664;331;66
JAWA BARAT;KABUPATEN INDRAMAYU;LELEA;TEGALASARI;DESA;Persawahan;549;379;113;95;58
JAWA BARAT;KABUPATEN INDRAMAYU;LELEA;TEMPEL;DESA;Persawahan;279;276;263;259;243
JAWA BARAT;KABUPATEN INDRAMAYU;LELEA;TEMPELKULON;DESA;Persawahan;553;216;179;58;9
JAWA BARAT;KABUPATEN INDRAMAYU;LELEA;TUGU;DESA;Persawahan;79;24;25;15;15
JAWA BARAT;KABUPATEN INDRAMAYU;LELEA;TUNGGUL PAYUNG;DESA;Persawahan;412;318;245;256;361
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;BOJONGSLAWI;DESA;Persawahan;260;250;421;10;5
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;KIAJARAN KULON;DESA;Persawahan;437;318;365;240;58
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;KIAJARAN WETAN;DESA;Persawahan;900;0;0;0;0
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;LANGUT;DESA;Persawahan;588;405;706;491;60
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;LANJAN;DESA;Persawahan;50;150;100;100;100
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;LARANGAN;DESA;Persawahan;364;463;486;445;476
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;LEGOK;DESA;Persawahan;102;217;334;447;469
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;LOHBENER;DESA;Persawahan;750;1000;212;40;10
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;PAMAYAHAN;DESA;Persawahan;134;201;335;402;268
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;RAMBATAN KULON;DESA;Persawahan;1901;1100;198;169;80
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;SINDANGKERTA;DESA;Persawahan;412;246;80;23;27
JAWA BARAT;KABUPATEN INDRAMAYU;LOHBENER;WARU;DESA;Persawahan;590;253;165;62;54
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;CEMARA KULON;DESA;Pesisir/Nelayan;389;114;69;48;18
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;JANGGA;DESA;Persawahan;1268;160;77;35;80
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;JUMBLENG;DESA;Persawahan;400;200;100;50;30
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;KRIMUN;DESA;Persawahan;1100;257;240;242;150
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;LOSARANG;DESA;Persawahan;3319;440;330;220;120
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;MUNTUR;DESA;Persawahan;80;912;520;340;432
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;PANGKALAN;DESA;Persawahan;495;0;0;0;0
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;PEGAGAN;DESA;Persawahan;59;15;12;13;19
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;PUNTANG;DESA;Persawahan;387;964;580;200;161
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;RAJAIYANG;DESA;Persawahan;159;50;150;250;450
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;RANJENG;DESA;Persawahan;570;277;300;190;190
JAWA BARAT;KABUPATEN INDRAMAYU;LOSARANG;SANTING;DESA;Persawahan;135;568;309;153;387
JAWA BARAT;KABUPATEN INDRAMAYU;PASEKAN;BRONDONG;DESA;Pesisir/Nelayan;983;327;109;321;128
JAWA BARAT;KABUPATEN INDRAMAYU;PASEKAN;KARANGANYAR;DESA;Pesisir/Nelayan;756;27;42;93;529
JAWA BARAT;KABUPATEN INDRAMAYU;PASEKAN;PABEAN ILIR;DESA;Pesisir/Nelayan;1205;378;287;256;209
JAWA BARAT;KABUPATEN INDRAMAYU;PASEKAN;PAGIRIKAN;DESA;Pesisir/Nelayan;518;165;161;122;37
JAWA BARAT;KABUPATEN INDRAMAYU;PASEKAN;PASEKAN;DESA;Persawahan;450;100;125;75;50
JAWA BARAT;KABUPATEN INDRAMAYU;PASEKAN;TOTORAN;DESA;Pesisir/Nelayan;621;172;12;5;0
JAWA BARAT;KABUPATEN INDRAMAYU;PATROL;ARJASARI;DESA;Persawahan;876;646;454;210;75
JAWA BARAT;KABUPATEN INDRAMAYU;PATROL;BUGEL;DESA;Pesisir/Nelayan;807;448;448;448;448
JAWA BARAT;KABUPATEN INDRAMAYU;PATROL;LIMPAS;DESA;Persawahan;126;355;377;522;537
JAWA BARAT;KABUPATEN INDRAMAYU;PATROL;MEKARSARI;DESA;Pesisir/Nelayan;1050;150;100;50;10
JAWA BARAT;KABUPATEN INDRAMAYU;PATROL;PATROL;DESA;Persawahan;976;789;955;1532;3863
JAWA BARAT;KABUPATEN INDRAMAYU;PATROL;PATROL BARU;DESA;Pesisir/Nelayan;287;854;325;298;78
JAWA BARAT;KABUPATEN INDRAMAYU;PATROL;PATROL LOR;DESA;Pesisir/Nelayan;801;1651;957;212;46
JAWA BARAT;KABUPATEN INDRAMAYU;PATROL;SUKAHAJI;DESA;Pesisir/Nelayan;3949;854;620;450;460
JAWA BARAT;KABUPATEN INDRAMAYU;SINDANG;DERMAYU;DESA;Persawahan;20;187;11;2;2
JAWA BARAT;KABUPATEN INDRAMAYU;SINDANG;KENANGA;DESA;Persawahan;650;756;385;350;65
JAWA BARAT;KABUPATEN INDRAMAYU;SINDANG;PANYINDANGAN KULON;DESA;Persawahan;278;1901;598;285;151
JAWA BARAT;KABUPATEN INDRAMAYU;SINDANG;PANYINDANGAN WETAN;DESA;Persawahan;349;314;476;422;58
JAWA BARAT;KABUPATEN INDRAMAYU;SINDANG;PENGANJANG;DESA;Persawahan;256;212;243;479;276
JAWA BARAT;KABUPATEN INDRAMAYU;SINDANG;RAMBATAN WETAN;DESA;Persawahan;1775;780;309;151;60
JAWA BARAT;KABUPATEN INDRAMAYU;SINDANG;SINDANG;DESA;Persawahan;199;797;665;487;134
JAWA BARAT;KABUPATEN INDRAMAYU;SINDANG;TERUSAN;DESA;Persawahan;1243;654;482;342;263
JAWA BARAT;KABUPATEN INDRAMAYU;SINDANG;WANANTARA;DESA;Persawahan;286;240;189;112;36
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;GADINGAN;DESA;Persawahan;514;533;439;425;389
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;LONGOK;DESA;Persawahan;1580;750;270;95;330
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;MAJASARI;DESA;Persawahan;277;432;474;55;16
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;MAJASIH;DESA;Persawahan;577;386;193;165;56
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;MEKARGADING;DESA;Persawahan;531;541;305;69;47
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;SLEMAN;DESA;Persawahan;520;840;236;0;0
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;SLEMAN LOR;DESA;Persawahan;440;300;300;300;0
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;SLIYEG;DESA;Persawahan;486;583;302;351;104
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;SLIYEG LOR;DESA;Persawahan;424;366;213;187;63
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;SUDIKAMPIRAN;DESA;Persawahan;663;98;23;20;5
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;TAMBI;DESA;Persawahan;856;1230;1456;673;515
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;TAMBI LOR;DESA;Persawahan;200;505;400;110;100
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;TUGU;DESA;Persawahan;1254;394;241;219;200
JAWA BARAT;KABUPATEN INDRAMAYU;SLIYEG;TUGUKIDUL;DESA;Persawahan;772;390;275;160;73
JAWA BARAT;KABUPATEN INDRAMAYU;SUKAGUMIWANG;CADANG PINGGAN;DESA;Persawahan;188;594;251;208;72
JAWA BARAT;KABUPATEN INDRAMAYU;SUKAGUMIWANG;CIBEBER;DESA;Persawahan;898;256;316;132;12
